medicine_id,medicine_name,strength,use_case,alternative,stock,dosage,manufacturer
1322,Fluoxetine,100 mg,seizure control,Risperidone,636,three times daily,Sun Pharma
1323,Fluoxetine,150 mg,pain relief,Salbutamol,775,once daily,Torrent Pharma
1324,Fluoxetine,200 mg,diarrhea,Codeine,952,once weekly,Lupin
1325,Fluoxetine,250 mg,pain relief,Famotidine,205,three times daily,Aurobindo Pharma
1326,Fluoxetine,300 mg,pain relief,Tramadol,514,twice daily,Glenmark
1327,Fluoxetine,400 mg,pain relief,Doxycycline,616,three times daily,Lupin
1328,Fluoxetine,500 mg,cholesterol control,Aspirin,807,once weekly,Alkem Labs
1329,Fluoxetine,600 mg,asthma,Valproate,38,once every 8 hours,Alkem Labs
1330,Fluoxetine,750 mg,acid reflux,Carbamazepine,793,once weekly,Dr. Reddy's
1331,Fluoxetine,1 g,pain relief,Diclofenac,344,twice daily,Alkem Labs
1332,Fluoxetine,2 g,nausea and vomiting,Insulin,840,once weekly,Intas Pharma
1333,Fluoxetine,125 mg/5 ml,diabetes,Gliclazide,20,once daily,Lupin
1334,Fluoxetine,250 mg/5 ml,fever,Atorvastatin,570,once daily,Zydus Lifesciences
1335,Fluoxetine,500 mg/5 ml,fever,Azithromycin,46,three times daily,Zydus Lifesciences
1336,Ciprofloxacin,5 mg,blood thinning,Desloratadine,312,twice daily,Sun Pharma
1337,Ciprofloxacin,10 mg,anxiety,Glimepiride,423,once daily,Sun Pharma
1338,Ciprofloxacin,20 mg,seizure control,Pantoprazole,878,once every 8 hours,Intas Pharma
1339,Ciprofloxacin,25 mg,allergy,Ondansetron,918,twice daily,Intas Pharma
1340,Ciprofloxacin,40 mg,inflammation,Levocetirizine,888,three times daily,Torrent Pharma
1341,Ciprofloxacin,50 mg,nausea and vomiting,Naproxen,489,once daily,Alkem Labs
1342,Ciprofloxacin,75 mg,diarrhea,Pregabalin,344,three times daily,Intas Pharma
1343,Ciprofloxacin,100 mg,diarrhea,Domperidone,196,twice daily,Aurobindo Pharma
1344,Ciprofloxacin,150 mg,hypertension,Insulin,488,once daily,Torrent Pharma
1345,Ciprofloxacin,200 mg,pain relief,Aspirin,163,once weekly,Torrent Pharma
1346,Ciprofloxacin,250 mg,diabetes,Clopidogrel,461,once every 8 hours,Intas Pharma
1347,Ciprofloxacin,300 mg,diarrhea,Ondansetron,468,twice daily,Glenmark
1348,Ciprofloxacin,400 mg,hypertension,Pantoprazole,630,once every 8 hours,Dr. Reddy's
1349,Ciprofloxacin,500 mg,pain relief,Codeine,91,once every 8 hours,Glenmark
1350,Ciprofloxacin,600 mg,blood thinning,Ciprofloxacin,486,twice daily,Alkem Labs
1351,Ciprofloxacin,750 mg,blood thinning,Morphine,457,once daily,Zydus Lifesciences
1352,Ciprofloxacin,1 g,pain relief,Amoxicillin,375,twice daily,Alkem Labs
1353,Ciprofloxacin,2 g,inflammation,Naproxen,875,twice daily,Glenmark
1354,Ciprofloxacin,125 mg/5 ml,hypertension,Morphine,537,once every 8 hours,Glenmark
1355,Ciprofloxacin,250 mg/5 ml,diarrhea,Tramadol,950,twice daily,Lupin
1356,Ciprofloxacin,500 mg/5 ml,anxiety,Gliclazide,835,once weekly,Glenmark
1357,Doxycycline,5 mg,seizure control,Spironolactone,408,once every 8 hours,Alkem Labs
1358,Doxycycline,10 mg,pain relief,Aspirin,648,once weekly,Dr. Reddy's
1359,Doxycycline,20 mg,diabetes,Insulin,851,once every 8 hours,Sun Pharma
1360,Doxycycline,25 mg,bacterial infection,Furosemide,78,once daily,Glenmark
1361,Doxycycline,40 mg,diarrhea,Quetiapine,154,once weekly,Cipla
1362,Doxycycline,50 mg,acid reflux,Furosemide,529,once every 8 hours,Aurobindo Pharma
1363,Doxycycline,75 mg,blood thinning,Naproxen,229,once every 8 hours,Sun Pharma
1364,Doxycycline,100 mg,seizure control,Tramadol,623,three times daily,Glenmark
1365,Doxycycline,150 mg,diarrhea,Gliclazide,664,once daily,Aurobindo Pharma
1366,Doxycycline,200 mg,acid reflux,Levetiracetam,542,once every 8 hours,Zydus Lifesciences
1367,Doxycycline,250 mg,diarrhea,Levetiracetam,366,once every 8 hours,Zydus Lifesciences
1368,Doxycycline,300 mg,cholesterol control,Doxycycline,85,once every 8 hours,Lupin
1369,Doxycycline,400 mg,anxiety,Gabapentin,246,once daily,Zydus Lifesciences
1370,Doxycycline,500 mg,diabetes,Olanzapine,890,once weekly,Zydus Lifesciences
1371,Doxycycline,600 mg,inflammation,Amlodipine,693,once weekly,Glenmark
1372,Doxycycline,750 mg,diarrhea,Carbamazepine,167,once every 8 hours,Cipla
1373,Doxycycline,1 g,seizure control,Ibuprofen,635,twice daily,Dr. Reddy's
1374,Doxycycline,2 g,bacterial infection,Carbamazepine,477,twice daily,Cipla
1375,Doxycycline,125 mg/5 ml,pain relief,Salbutamol,294,three times daily,Torrent Pharma
1376,Doxycycline,250 mg/5 ml,pain relief,Amlodipine,221,once every 8 hours,Glenmark
1377,Doxycycline,500 mg/5 ml,blood thinning,Haloperidol,406,once weekly,Torrent Pharma
1378,Clindamycin,5 mg,diabetes,Quetiapine,985,once daily,Alkem Labs
1379,Clindamycin,10 mg,asthma,Pantoprazole,329,three times daily,Alkem Labs
1380,Clindamycin,20 mg,inflammation,Ibuprofen,861,twice daily,Intas Pharma
1381,Clindamycin,25 mg,bacterial infection,Omeprazole,470,three times daily,Torrent Pharma
1382,Clindamycin,40 mg,fever,Clopidogrel,436,once every 8 hours,Zydus Lifesciences
1383,Clindamycin,50 mg,anxiety,Ibuprofen,281,once daily,Zydus Lifesciences
1384,Clindamycin,75 mg,pain relief,Salbutamol,406,twice daily,Alkem Labs
1385,Clindamycin,100 mg,diarrhea,Salbutamol,11,three times daily,Cipla
1386,Clindamycin,150 mg,allergy,Loratadine,258,three times daily,Aurobindo Pharma
1387,Clindamycin,200 mg,seizure control,Omeprazole,485,three times daily,Alkem Labs
1388,Clindamycin,250 mg,bacterial infection,Glimepiride,351,three times daily,Aurobindo Pharma
1389,Clindamycin,300 mg,diabetes,Naproxen,937,three times daily,Intas Pharma
1390,Clindamycin,400 mg,asthma,Metformin,693,three times daily,Torrent Pharma
1391,Clindamycin,500 mg,diabetes,Desloratadine,151,once daily,Zydus Lifesciences
1392,Clindamycin,600 mg,asthma,Carbamazepine,39,once daily,Zydus Lifesciences
1393,Clindamycin,750 mg,diabetes,Diclofenac,844,three times daily,Glenmark
1394,Clindamycin,1 g,inflammation,Pregabalin,974,once daily,Intas Pharma
1395,Clindamycin,2 g,hypertension,Desloratadine,508,once daily,Sun Pharma
1396,Clindamycin,125 mg/5 ml,cholesterol control,Aspirin,90,twice daily,Aurobindo Pharma
1397,Clindamycin,250 mg/5 ml,anxiety,Budesonide,598,three times daily,Cipla
1398,Clindamycin,500 mg/5 ml,diarrhea,Gabapentin,255,once daily,Dr. Reddy's
1399,Metronidazole,5 mg,depression,Lamotrigine,120,once daily,Zydus Lifesciences
1400,Metronidazole,10 mg,bacterial infection,Clopidogrel,373,once weekly,Zydus Lifesciences
1401,Metronidazole,20 mg,fever,Aspirin,352,twice daily,Dr. Reddy's
1402,Metronidazole,25 mg,fever,Domperidone,690,once daily,Torrent Pharma
1403,Metronidazole,40 mg,seizure control,Loperamide,846,twice daily,Sun Pharma
1404,Metronidazole,50 mg,seizure control,Salbutamol,163,once daily,Alkem Labs
1405,Metronidazole,75 mg,acid reflux,Loratadine,266,once every 8 hours,Glenmark
1406,Metronidazole,100 mg,diarrhea,Metformin,566,once weekly,Glenmark
1407,Metronidazole,150 mg,asthma,Aspirin,827,once every 8 hours,Torrent Pharma
1408,Metronidazole,200 mg,blood thinning,Olanzapine,75,once daily,Zydus Lifesciences
1409,Metronidazole,250 mg,nausea and vomiting,Atorvastatin,786,twice daily,Alkem Labs
1410,Metronidazole,300 mg,acid reflux,Pioglitazone,23,once every 8 hours,Lupin
1411,Metronidazole,400 mg,asthma,Gliclazide,551,three times daily,Alkem Labs
1412,Metronidazole,500 mg,fever,Diclofenac,563,twice daily,Glenmark
1413,Metronidazole,600 mg,bacterial infection,Formoterol,753,twice daily,Zydus Lifesciences
1414,Metronidazole,750 mg,inflammation,Atorvastatin,277,twice daily,Intas Pharma
1415,Metronidazole,1 g,asthma,Amlodipine,342,twice daily,Intas Pharma
1416,Metronidazole,2 g,bacterial infection,Pregabalin,395,once every 8 hours,Cipla
1417,Metronidazole,125 mg/5 ml,diarrhea,Levocetirizine,517,once every 8 hours,Zydus Lifesciences
1418,Metronidazole,250 mg/5 ml,hypertension,Desloratadine,529,once weekly,Aurobindo Pharma
1419,Metronidazole,500 mg/5 ml,allergy,Salbutamol,371,twice daily,Dr. Reddy's
1420,Aspirin,5 mg,diabetes,Pregabalin,931,once daily,Cipla
1421,Aspirin,10 mg,anxiety,Valproate,555,three times daily,Dr. Reddy's
1422,Aspirin,20 mg,diarrhea,Budesonide,495,once every 8 hours,Sun Pharma
1423,Aspirin,25 mg,fever,Levocetirizine,550,once daily,Intas Pharma
1424,Aspirin,40 mg,diarrhea,Ibuprofen,523,twice daily,Zydus Lifesciences
1425,Aspirin,50 mg,allergy,Doxycycline,697,once daily,Dr. Reddy's
1426,Aspirin,75 mg,nausea and vomiting,Furosemide,354,once daily,Zydus Lifesciences
1427,Aspirin,100 mg,anxiety,Clopidogrel,859,three times daily,Dr. Reddy's
1428,Aspirin,150 mg,hypertension,Furosemide,97,once weekly,Cipla
1429,Aspirin,200 mg,depression,Levocetirizine,90,once weekly,Cipla
1430,Aspirin,250 mg,hypertension,Insulin,325,once every 8 hours,Intas Pharma
1431,Aspirin,300 mg,allergy,Fluoxetine,531,once weekly,Lupin
1432,Aspirin,400 mg,seizure control,Desloratadine,789,once daily,Sun Pharma
1433,Aspirin,500 mg,nausea and vomiting,Metformin,349,once every 8 hours,Intas Pharma
1434,Aspirin,600 mg,seizure control,Metronidazole,249,once every 8 hours,Glenmark
1435,Aspirin,750 mg,depression,Tramadol,42,three times daily,Alkem Labs
1436,Aspirin,1 g,allergy,Gliclazide,105,twice daily,Torrent Pharma
1437,Aspirin,2 g,asthma,Morphine,140,once every 8 hours,Sun Pharma
1438,Aspirin,125 mg/5 ml,allergy,Montelukast,41,once daily,Intas Pharma
1439,Aspirin,250 mg/5 ml,seizure control,Paracetamol,496,once weekly,Dr. Reddy's
1440,Aspirin,500 mg/5 ml,blood thinning,Warfarin,689,twice daily,Glenmark
1441,Clopidogrel,5 mg,allergy,Prednisone,290,twice daily,Torrent Pharma
1442,Clopidogrel,10 mg,fever,Glimepiride,335,once daily,Cipla
1443,Clopidogrel,20 mg,diabetes,Diclofenac,474,twice daily,Alkem Labs
1444,Clopidogrel,25 mg,asthma,Furosemide,191,once every 8 hours,Sun Pharma
1445,Clopidogrel,40 mg,acid reflux,Risperidone,245,three times daily,Torrent Pharma
1446,Clopidogrel,50 mg,pain relief,Morphine,312,once weekly,Lupin
1447,Clopidogrel,75 mg,pain relief,Azithromycin,202,once every 8 hours,Torrent Pharma
1448,Clopidogrel,100 mg,diabetes,Tramadol,708,once daily,Intas Pharma
1449,Clopidogrel,150 mg,cholesterol control,Metronidazole,354,once every 8 hours,Alkem Labs
1450,Clopidogrel,200 mg,fever,Omeprazole,611,three times daily,Alkem Labs
1451,Clopidogrel,250 mg,nausea and vomiting,Budesonide,82,three times daily,Aurobindo Pharma
1452,Clopidogrel,300 mg,blood thinning,Warfarin,100,once every 8 hours,Intas Pharma
1453,Clopidogrel,400 mg,diabetes,Tramadol,538,once every 8 hours,Dr. Reddy's
1454,Clopidogrel,500 mg,bacterial infection,Tramadol,603,three times daily,Intas Pharma
1455,Clopidogrel,600 mg,inflammation,Codeine,974,twice daily,Alkem Labs
1456,Clopidogrel,750 mg,cholesterol control,Clopidogrel,891,three times daily,Zydus Lifesciences
1457,Clopidogrel,1 g,asthma,Atorvastatin,960,once weekly,Intas Pharma
1458,Clopidogrel,2 g,anxiety,Famotidine,822,twice daily,Zydus Lifesciences
1459,Clopidogrel,125 mg/5 ml,bacterial infection,Risperidone,839,twice daily,Alkem Labs
1460,Clopidogrel,250 mg/5 ml,blood thinning,Lamotrigine,840,once every 8 hours,Dr. Reddy's
1461,Clopidogrel,500 mg/5 ml,hypertension,Tramadol,213,once daily,Lupin
1462,Warfarin,5 mg,cholesterol control,Gabapentin,465,twice daily,Lupin
1463,Warfarin,10 mg,cholesterol control,Pantoprazole,742,three times daily,Lupin
1464,Warfarin,20 mg,anxiety,Amoxicillin,975,once weekly,Torrent Pharma
1465,Warfarin,25 mg,cholesterol control,Glimepiride,279,once every 8 hours,Intas Pharma
1466,Warfarin,40 mg,acid reflux,Pioglitazone,514,twice daily,Lupin
1467,Warfarin,50 mg,pain relief,Famotidine,593,three times daily,Lupin
1468,Warfarin,75 mg,seizure control,Gabapentin,488,once weekly,Dr. Reddy's
1469,Warfarin,100 mg,nausea and vomiting,Sertraline,496,once every 8 hours,Glenmark
1470,Warfarin,150 mg,asthma,Gabapentin,979,once weekly,Dr. Reddy's
1471,Warfarin,200 mg,inflammation,Glimepiride,157,twice daily,Alkem Labs
1472,Warfarin,250 mg,diarrhea,Gliclazide,963,twice daily,Cipla
1473,Warfarin,300 mg,cholesterol control,Risperidone,240,twice daily,Intas Pharma
1474,Warfarin,400 mg,asthma,Clopidogrel,941,once weekly,Intas Pharma
1475,Warfarin,500 mg,seizure control,Pioglitazone,107,three times daily,Glenmark
1476,Warfarin,600 mg,seizure control,Insulin,936,once weekly,Sun Pharma
1477,Warfarin,750 mg,acid reflux,Metronidazole,625,three times daily,Zydus Lifesciences
1478,Warfarin,1 g,inflammation,Risperidone,155,once weekly,Dr. Reddy's
1479,Warfarin,2 g,diabetes,Levetiracetam,338,three times daily,Dr. Reddy's
1480,Warfarin,125 mg/5 ml,depression,Gliclazide,835,twice daily,Torrent Pharma
1481,Warfarin,250 mg/5 ml,acid reflux,Carbamazepine,375,once daily,Lupin
1482,Warfarin,500 mg/5 ml,cholesterol control,Domperidone,522,once daily,Torrent Pharma
1483,Insulin,5 mg,seizure control,Amoxicillin,733,twice daily,Glenmark
1484,Insulin,10 mg,hypertension,Amlodipine,666,once every 8 hours,Alkem Labs
1485,Insulin,20 mg,cholesterol control,Haloperidol,257,three times daily,Aurobindo Pharma
1486,Insulin,25 mg,inflammation,Quetiapine,338,once weekly,Aurobindo Pharma
1487,Insulin,40 mg,bacterial infection,Paracetamol,662,once every 8 hours,Dr. Reddy's
1488,Insulin,50 mg,diabetes,Naproxen,298,once weekly,Sun Pharma
1489,Insulin,75 mg,diarrhea,Ibuprofen,985,once weekly,Aurobindo Pharma
1490,Insulin,100 mg,hypertension,Quetiapine,281,three times daily,Glenmark
1491,Insulin,150 mg,pain relief,Valproate,89,once daily,Glenmark
1492,Insulin,200 mg,diabetes,Sertraline,949,once every 8 hours,Dr. Reddy's
1493,Insulin,250 mg,hypertension,Salbutamol,84,once weekly,Cipla
1494,Insulin,300 mg,anxiety,Pioglitazone,287,once every 8 hours,Glenmark
1495,Insulin,400 mg,nausea and vomiting,Furosemide,12,once weekly,Glenmark
1496,Insulin,500 mg,acid reflux,Losartan,653,three times daily,Intas Pharma
1497,Insulin,600 mg,nausea and vomiting,Azithromycin,593,three times daily,Lupin
1498,Insulin,750 mg,seizure control,Budesonide,633,once daily,Glenmark
1499,Insulin,1 g,diarrhea,Metronidazole,14,twice daily,Cipla
1500,Insulin,2 g,anxiety,Formoterol,320,twice daily,Cipla
1501,Insulin,125 mg/5 ml,fever,Gabapentin,473,twice daily,Torrent Pharma
1502,Insulin,250 mg/5 ml,pain relief,Valproate,124,once daily,Glenmark
1503,Insulin,500 mg/5 ml,fever,Diclofenac,258,once weekly,Dr. Reddy's
1504,Glimepiride,5 mg,hypertension,Loratadine,421,once daily,Glenmark
1505,Glimepiride,10 mg,anxiety,Cetirizine,696,once every 8 hours,Intas Pharma
1506,Glimepiride,20 mg,nausea and vomiting,Famotidine,348,once weekly,Zydus Lifesciences
1507,Glimepiride,25 mg,fever,Azithromycin,98,three times daily,Glenmark
1508,Glimepiride,40 mg,depression,Aspirin,874,three times daily,Glenmark
1509,Glimepiride,50 mg,depression,Cetirizine,419,once every 8 hours,Glenmark
1510,Glimepiride,75 mg,depression,Diclofenac,911,twice daily,Aurobindo Pharma
1511,Glimepiride,100 mg,acid reflux,Amoxicillin,443,twice daily,Glenmark
1512,Glimepiride,150 mg,pain relief,Furosemide,448,once every 8 hours,Sun Pharma
1513,Glimepiride,200 mg,anxiety,Ciprofloxacin,496,once weekly,Glenmark
1514,Glimepiride,250 mg,inflammation,Budesonide,148,three times daily,Dr. Reddy's
1515,Glimepiride,300 mg,blood thinning,Gabapentin,758,once daily,Torrent Pharma
1516,Glimepiride,400 mg,cholesterol control,Famotidine,691,once every 8 hours,Dr. Reddy's
1517,Glimepiride,500 mg,fever,Prednisone,848,twice daily,Torrent Pharma
1518,Glimepiride,600 mg,allergy,Fluoxetine,127,once every 8 hours,Aurobindo Pharma
1519,Glimepiride,750 mg,bacterial infection,Formoterol,379,once weekly,Alkem Labs
1520,Glimepiride,1 g,diabetes,Paracetamol,850,once weekly,Torrent Pharma
1521,Glimepiride,2 g,bacterial infection,Pioglitazone,615,three times daily,Dr. Reddy's
1522,Glimepiride,125 mg/5 ml,seizure control,Carbamazepine,112,three times daily,Aurobindo Pharma
1523,Glimepiride,250 mg/5 ml,fever,Desloratadine,85,once daily,Sun Pharma
1524,Glimepiride,500 mg/5 ml,diarrhea,Budesonide,165,twice daily,Aurobindo Pharma
1525,Gliclazide,5 mg,anxiety,Diclofenac,541,once weekly,Cipla
1526,Gliclazide,10 mg,hypertension,Gliclazide,940,once weekly,Alkem Labs
1527,Gliclazide,20 mg,depression,Gliclazide,43,once weekly,Sun Pharma
1528,Gliclazide,25 mg,pain relief,Azithromycin,869,once every 8 hours,Intas Pharma
1529,Gliclazide,40 mg,seizure control,Montelukast,499,three times daily,Intas Pharma
1530,Gliclazide,50 mg,diarrhea,Glimepiride,840,once every 8 hours,Torrent Pharma
1531,Gliclazide,75 mg,cholesterol control,Ibuprofen,217,three times daily,Cipla
1532,Gliclazide,100 mg,diarrhea,Metronidazole,910,three times daily,Zydus Lifesciences
1533,Gliclazide,150 mg,seizure control,Pantoprazole,632,once every 8 hours,Torrent Pharma
1534,Gliclazide,200 mg,bacterial infection,Glimepiride,709,once weekly,Alkem Labs
1535,Gliclazide,250 mg,bacterial infection,Clopidogrel,810,once weekly,Glenmark
1536,Gliclazide,300 mg,pain relief,Glimepiride,718,once daily,Sun Pharma
1537,Gliclazide,400 mg,blood thinning,Hydrochlorothiazide,972,twice daily,Sun Pharma
1538,Gliclazide,500 mg,diabetes,Sertraline,955,once daily,Sun Pharma
1539,Gliclazide,600 mg,asthma,Omeprazole,583,three times daily,Dr. Reddy's
1540,Gliclazide,750 mg,nausea and vomiting,Losartan,417,once daily,Glenmark
1541,Gliclazide,1 g,hypertension,Furosemide,132,once weekly,Lupin
1542,Gliclazide,2 g,cholesterol control,Diclofenac,798,once every 8 hours,Alkem Labs
1543,Gliclazide,125 mg/5 ml,nausea and vomiting,Doxycycline,276,twice daily,Intas Pharma
1544,Gliclazide,250 mg/5 ml,diarrhea,Famotidine,895,once every 8 hours,Zydus Lifesciences
1545,Gliclazide,500 mg/5 ml,seizure control,Paracetamol,832,once weekly,Alkem Labs
1546,Pioglitazone,5 mg,hypertension,Lamotrigine,342,twice daily,Intas Pharma
1547,Pioglitazone,10 mg,diabetes,Aspirin,617,once daily,Cipla
1548,Pioglitazone,20 mg,cholesterol control,Metformin,821,twice daily,Alkem Labs
1549,Pioglitazone,25 mg,diarrhea,Metformin,819,once every 8 hours,Aurobindo Pharma
1550,Pioglitazone,40 mg,acid reflux,Amlodipine,158,twice daily,Intas Pharma
1551,Pioglitazone,50 mg,inflammation,Gliclazide,826,three times daily,Intas Pharma
1552,Pioglitazone,75 mg,blood thinning,Fluoxetine,322,three times daily,Dr. Reddy's
1553,Pioglitazone,100 mg,allergy,Metronidazole,879,once every 8 hours,Zydus Lifesciences
1554,Pioglitazone,150 mg,fever,Carbamazepine,644,three times daily,Cipla
1555,Pioglitazone,200 mg,bacterial infection,Metronidazole,705,once daily,Intas Pharma
1556,Pioglitazone,250 mg,hypertension,Clopidogrel,738,twice daily,Torrent Pharma
1557,Pioglitazone,300 mg,pain relief,Hydrochlorothiazide,603,twice daily,Glenmark
1558,Pioglitazone,400 mg,hypertension,Diclofenac,423,once daily,Alkem Labs
1559,Pioglitazone,500 mg,asthma,Sertraline,400,once weekly,Zydus Lifesciences
1560,Pioglitazone,600 mg,depression,Pioglitazone,593,once daily,Alkem Labs
1561,Pioglitazone,750 mg,allergy,Sertraline,67,three times daily,Torrent Pharma
1562,Pioglitazone,1 g,allergy,Valproate,102,once weekly,Lupin
1563,Pioglitazone,2 g,depression,Montelukast,34,three times daily,Alkem Labs
1564,Pioglitazone,125 mg/5 ml,hypertension,Glimepiride,393,once every 8 hours,Alkem Labs
1565,Pioglitazone,250 mg/5 ml,fever,Losartan,957,once every 8 hours,Intas Pharma
1566,Pioglitazone,500 mg/5 ml,depression,Haloperidol,785,once daily,Aurobindo Pharma
1567,Furosemide,5 mg,inflammation,Lamotrigine,456,three times daily,Alkem Labs
1568,Furosemide,10 mg,bacterial infection,Warfarin,167,twice daily,Torrent Pharma
1569,Furosemide,20 mg,allergy,Formoterol,503,once daily,Cipla
1570,Furosemide,25 mg,hypertension,Clopidogrel,745,three times daily,Cipla
1571,Furosemide,40 mg,fever,Glimepiride,280,once weekly,Cipla
1572,Furosemide,50 mg,asthma,Ibuprofen,338,three times daily,Sun Pharma
1573,Furosemide,75 mg,diarrhea,Gliclazide,838,once weekly,Sun Pharma
1574,Furosemide,100 mg,diarrhea,Azithromycin,65,three times daily,Dr. Reddy's
1575,Furosemide,150 mg,cholesterol control,Metformin,963,twice daily,Zydus Lifesciences
1576,Furosemide,200 mg,hypertension,Prednisone,779,three times daily,Cipla
1577,Furosemide,250 mg,nausea and vomiting,Insulin,753,twice daily,Aurobindo Pharma
1578,Furosemide,300 mg,nausea and vomiting,Pantoprazole,621,once every 8 hours,Dr. Reddy's
1579,Furosemide,400 mg,diabetes,Budesonide,294,once every 8 hours,Alkem Labs
1580,Furosemide,500 mg,bacterial infection,Amoxicillin,198,once every 8 hours,Intas Pharma
1581,Furosemide,600 mg,inflammation,Atorvastatin,514,once daily,Glenmark
1582,Furosemide,750 mg,cholesterol control,Metronidazole,757,once every 8 hours,Alkem Labs
1583,Furosemide,1 g,pain relief,Fluoxetine,841,once weekly,Dr. Reddy's
1584,Furosemide,2 g,asthma,Warfarin,119,three times daily,Sun Pharma
1585,Furosemide,125 mg/5 ml,seizure control,Loratadine,853,once every 8 hours,Dr. Reddy's
1586,Furosemide,250 mg/5 ml,nausea and vomiting,Quetiapine,948,once every 8 hours,Zydus Lifesciences
1587,Furosemide,500 mg/5 ml,fever,Ondansetron,617,twice daily,Dr. Reddy's
1588,Spironolactone,5 mg,fever,Amoxicillin,766,once every 8 hours,Sun Pharma
1589,Spironolactone,10 mg,diarrhea,Hydrochlorothiazide,458,twice daily,Dr. Reddy's
1590,Spironolactone,20 mg,inflammation,Carbamazepine,18,twice daily,Aurobindo Pharma
1591,Spironolactone,25 mg,allergy,Quetiapine,782,once daily,Zydus Lifesciences
1592,Spironolactone,40 mg,diarrhea,Doxycycline,701,once weekly,Cipla
1593,Spironolactone,50 mg,diabetes,Atorvastatin,598,twice daily,Torrent Pharma
1594,Spironolactone,75 mg,allergy,Quetiapine,943,once daily,Cipla
1595,Spironolactone,100 mg,bacterial infection,Glimepiride,175,twice daily,Dr. Reddy's
1596,Spironolactone,150 mg,anxiety,Morphine,95,once weekly,Dr. Reddy's
1597,Spironolactone,200 mg,cholesterol control,Amoxicillin,868,three times daily,Alkem Labs
1598,Spironolactone,250 mg,depression,Omeprazole,275,twice daily,Alkem Labs
1599,Spironolactone,300 mg,blood thinning,Levocetirizine,556,once daily,Intas Pharma
1600,Spironolactone,400 mg,cholesterol control,Cetirizine,319,three times daily,Intas Pharma
1601,Spironolactone,500 mg,diabetes,Fluoxetine,223,twice daily,Intas Pharma
1602,Spironolactone,600 mg,blood thinning,Valproate,816,once daily,Lupin
1603,Spironolactone,750 mg,cholesterol control,Quetiapine,90,once every 8 hours,Intas Pharma
1604,Spironolactone,1 g,inflammation,Paracetamol,950,three times daily,Cipla
1605,Spironolactone,2 g,anxiety,Spironolactone,420,once weekly,Aurobindo Pharma
1606,Spironolactone,125 mg/5 ml,nausea and vomiting,Lamotrigine,160,three times daily,Glenmark
1607,Spironolactone,250 mg/5 ml,seizure control,Azithromycin,643,once weekly,Cipla
1608,Spironolactone,500 mg/5 ml,anxiety,Doxycycline,397,three times daily,Torrent Pharma
1609,Hydrochlorothiazide,5 mg,nausea and vomiting,Paracetamol,518,once daily,Zydus Lifesciences
1610,Hydrochlorothiazide,10 mg,diabetes,Montelukast,513,once daily,Sun Pharma
1611,Hydrochlorothiazide,20 mg,allergy,Metronidazole,713,once daily,Zydus Lifesciences
1612,Hydrochlorothiazide,25 mg,diarrhea,Valproate,966,once weekly,Cipla
1613,Hydrochlorothiazide,40 mg,depression,Doxycycline,192,once weekly,Aurobindo Pharma
1614,Hydrochlorothiazide,50 mg,fever,Levetiracetam,758,once weekly,Cipla
1615,Hydrochlorothiazide,75 mg,blood thinning,Insulin,265,once every 8 hours,Torrent Pharma
1616,Hydrochlorothiazide,100 mg,diarrhea,Famotidine,152,once daily,Sun Pharma
1617,Hydrochlorothiazide,150 mg,fever,Azithromycin,749,once daily,Glenmark
1618,Hydrochlorothiazide,200 mg,nausea and vomiting,Gabapentin,161,once daily,Dr. Reddy's
1619,Hydrochlorothiazide,250 mg,hypertension,Glimepiride,879,twice daily,Lupin
1620,Hydrochlorothiazide,300 mg,asthma,Paracetamol,819,three times daily,Aurobindo Pharma
1621,Hydrochlorothiazide,400 mg,hypertension,Levetiracetam,204,once weekly,Dr. Reddy's
1622,Hydrochlorothiazide,500 mg,anxiety,Famotidine,466,three times daily,Zydus Lifesciences
1623,Hydrochlorothiazide,600 mg,pain relief,Amlodipine,543,twice daily,Aurobindo Pharma
1624,Hydrochlorothiazide,750 mg,allergy,Lamotrigine,594,three times daily,Cipla
1625,Hydrochlorothiazide,1 g,acid reflux,Levetiracetam,255,three times daily,Sun Pharma
1626,Hydrochlorothiazide,2 g,anxiety,Sertraline,943,once weekly,Sun Pharma
1627,Hydrochlorothiazide,125 mg/5 ml,acid reflux,Lamotrigine,36,three times daily,Intas Pharma
1628,Hydrochlorothiazide,250 mg/5 ml,cholesterol control,Metronidazole,136,once every 8 hours,Alkem Labs
1629,Hydrochlorothiazide,500 mg/5 ml,diabetes,Loratadine,669,three times daily,Intas Pharma
1630,Salbutamol,5 mg,depression,Naproxen,666,three times daily,Aurobindo Pharma
1631,Salbutamol,10 mg,allergy,Clopidogrel,682,once daily,Alkem Labs
1632,Salbutamol,20 mg,asthma,Budesonide,294,twice daily,Zydus Lifesciences
1633,Salbutamol,25 mg,acid reflux,Haloperidol,522,once daily,Zydus Lifesciences
1634,Salbutamol,40 mg,anxiety,Loperamide,206,once daily,Torrent Pharma
1635,Salbutamol,50 mg,diarrhea,Amoxicillin,702,once every 8 hours,Cipla
1636,Salbutamol,75 mg,seizure control,Metronidazole,867,once every 8 hours,Intas Pharma
1637,Salbutamol,100 mg,cholesterol control,Pregabalin,628,once every 8 hours,Lupin
1638,Salbutamol,150 mg,allergy,Sertraline,784,once weekly,Glenmark
1639,Salbutamol,200 mg,nausea and vomiting,Codeine,318,three times daily,Zydus Lifesciences
1640,Salbutamol,250 mg,bacterial infection,Ondansetron,698,twice daily,Dr. Reddy's
